-1,-1,-1,-1,-1,-1,-1,8,5,5,5,5,5,5,5,9,-1,-1,8,5,5,5,5,5,9
-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,6,-1,-1,-1,-1,-1,7
-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,20,-1,-1,-1,7,-1,-1,6,-1,-1,-1,19,-1,7
-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,1,5,5,3,-1,-1,-1,-1,-1,7
-1,-1,-1,-1,-1,-1,-1,10,4,4,2,-1,0,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,16,1,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,7
-1,-1,-1,-1,-1,-1,8,5,5,3,-1,-1,-1,-1,-1,16,-1,-1,14,0,2,-1,-1,-1,7
-1,-1,-1,-1,-1,-1,6,15,18,18,-1,-1,-1,-1,0,2,-1,-1,-1,1,3,-1,-1,-1,7
-1,-1,-1,-1,-1,-1,6,-1,18,18,-1,-1,-1,-1,7,6,-1,-1,-1,-1,14,-1,-1,-1,7
-1,-1,-1,-1,-1,-1,10,4,4,2,-1,-1,-1,-1,7,6,15,17,-1,-1,-1,-1,0,4,11
-1,-1,-1,-1,-1,-1,-1,-1,-1,10,4,4,4,4,11,6,-1,-1,-1,-1,-1,-1,7,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,4,4,4,4,4,4,11,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
